id,ingri,price,subscribe,bigcat,smallcat,imageurl,quantity,keyword
1763,[우주] 국산 오징어채 400g(냉동),"9,900원",편리하게 사용하는 손질 오징어,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1583891961890l0.jpg,400g,오징어채
1764,[양포어장] 손질 아귀 1kg (1마리) (생물),"16,900원",뽀득한 살을 즐기는 간편한 방법,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1584059277596l0.jpg,1kg,(1마리)
1765,[양포어장] 동해 손질 가자미 350g (2마리) (생물),"12,500원",편하게 즐기는 담백한 맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1583991620695l0.jpg,350g,(2마리)
1766,[산트에라스모] 엔쵸비,"5,900원",취향껏 더하는 짭짤한 감칠맛!,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1588733107433l0.jpg,,[산트에라스모]
1767,[선물세트] 만전김 미니언즈 김세트,"25,344원",알차게 담은 재치 만점 김 선물세트,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1582610631439l0.jpg,,미니언즈
1768,[삼삼해물] 왕 바지락 500g,"5,800원",,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1582787820715l0.jpg,500g,바지락
1769,[윤슬] 자연산 남해안 바지락(대) 800g(생물),"11,000원",큼직하고 통통하게 여문 속살,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585111378492l0.jpg,800g,바지락(대)
1770,[덕화명란 X 백년가게] 프리미엄 명란 200g,"12,500원",명장의 비법이 담긴 오동통한 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1583388595841l0.jpg,200g,명란
1771,[우주] 자연산 민어굴비 400g(냉동),"19,900원",민어로 만든 짭조름한 굴비,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1583128536523l0.jpg,400g,민어굴비
1772,[윤슬] 대구곤이 250g(냉장),"4,600원",말랑말랑 쫄깃한,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585104181232l0.jpg,250g,대구곤이
1773,[윤슬] 명태알 250g(냉장),"6,300원",톡 터지는 부드러움,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585102688673l0.jpg,250g,명태알
1774,[윤슬] 논우렁살 180g,"5,600원",꼬들꼬들 쫄깃한,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585102820787l0.jpg,180g,논우렁살
1775,[윤슬] 꼬리새우살 180g,"6,500원",손질없이 즐기는 흰다리새우살,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585104035950l0.jpg,180g,꼬리새우살
1776,[윤슬] 진주담치살(홍합살) 180g(생물),"5,200원",탱글한 살을 품은 진한 바다향,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585101120495l0.jpg,180g,진주담치살(홍합살)
1777,[윤슬] 바지락살 180g(생물),"8,300원",두루 사용하기 좋은 뽀얀 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585100966703l0.jpg,180g,바지락살
1778,[윤슬] 남해안 진주담치(손질홍합) 800g(생물),"4,900원",시원한 국물 맛을 보장하는 홍합,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1608528049233l0.jpg,800g,진주담치(손질홍합)
1779,[만전김] 갓구운 곱창돌김 전장 2종,"2,100원",풍부한 식감과 맛의 조화,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1581052979528l0.jpg,2종,전장
1780,[델리시우스] 정어리 필렛 칠리,"4,300원",칠리와 정어리의 감칠맛 나는 조화,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594088354138l0.jpg,,필렛
1781,[우주] 지중해산 참다랑어 오도로 200g,"23,500원",녹진한 풍미 가득한 대뱃살,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1582077875436l0.jpg,200g,오도로
1782,[우주] 지중해산 참다랑어 배꼽살 200g,"27,500원",눈과 입을 사로잡는 참치회의 정수,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1582078433222l0.jpg,200g,배꼽살
1783,[선물세트] 바다숲 감태 & 김 세트,"31,680원",바다에 푸르게 피어난 숲,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1587630211308l0.jpg,,김
1784,[선물세트] 만전김 특선 세트,"38,250원",두 번 구워 바삭한 국산김,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1564463572518l0.jpg,,특선
1785,[선물세트] 만전김 유기김세트 2호,"28,710원",실용성과 맛을 전하는,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1516773291723l0.jpg,,유기김세트
1786,[선물세트] 만전김 유기김세트 1호,"59,500원",맛도 활용도도 뛰어나 더 좋은 선물,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1516773256117l0.jpg,,유기김세트
1787,[선물세트] 오희숙 전통부각 명인 세트,"31,500원",명인이 만든 바삭바삭 전통 간식,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1577095794993l0.jpg,,명인
1788,[선물세트] 민어굴비 & 옥돔 세트,"106,250원",매력 다른 두 생선의 만남,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1576664090401l0.jpg,,옥돔
1789,바다포도 (Sea Grapes) 100g,"10,300원","식감으로 즐기는 이색 식재료, 우미부도",수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1530855903906l0.jpg,100g,Grapes)
1790,[해원에스디] 태국산 손질 주꾸미 300g(생물),"9,900원",탱글탱글한 식감의 소유자,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1580719719827l0.jpg,300g,주꾸미
1791,[만전김] 갓구운 재래김 전장 2종,"1,500원",바삭하고 담백하게 즐기는 밥도둑,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1581055624328l0.jpg,2종,전장
1792,[바븐] 깨끗하게 손질된 제주도 갈치 200g 내외 (1마리) (생물),"10,877원",신선하게 맛보는 제주산 갈치,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1580783835517l0.jpg,200g,(1마리)
1793,[바븐] 깨끗하게 손질된 백가자미 250g 내외 (1마리) (생물),"11,000원",쫀쫀한 속살과 담백한 알의 조화,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1580866726210l0.jpg,250g,(1마리)
1794,냉동 [법성포참맛] 대용량 영광굴비 1.2kg(20마리) (냉동)_국내산,"17,225원",푸짐히 맛보는 영광굴비의 참맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1580705605283l0.jpg,1.2kg,1.2kg(20마리)
1795,냉동 [법성포참맛] 더 커진 프리미엄 영광굴비 110g(냉동)_국내산,"12,000원",넉넉한 살점에 배인 뽀얀 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1584496590885l0.jpg,110g,영광굴비
1796,[은하수산] 모리타니산 자숙문어 550g (1마리) (냉동),"27,000원",다양하게 사용하는 통문어 한 마리,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1581311046293l0.jpg,550g,(1마리)
1797,[은하수산] 문어 슬라이스 120g(냉장),"9,900원",쫄깃하게 즐기는 자숙 문어,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1581052211476l0.jpg,120g,슬라이스
1798,[은하수산] 생연어 스테이크 200g,"11,000원",고소하게 즐기는 도톰한 연어,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1581052026569l0.jpg,200g,스테이크
1799,[은하수산] 딱새우 회 130g(냉동),"16,110원",쫀득하고 달큰한 맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1581310502947l0.jpg,130g,회
1800,냉동 [어부네] 참조기 2종(냉동)_국내산,"4,050원",국산 참조기의 남다른 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1579057046542l0.jpg,2종,참조기
1801,[어부네] 민어 스테이크 2종(냉동),"14,500원",알맞은 양으로 만나는 별미,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1579054142223l0.jpg,2종,스테이크
1802,[우주] 우리아이 순살 연어 300g,"8,600원",근사한 연어 요리를 간편하게,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/157965959355l0.jpg,300g,연어
1803,[미식가 부각] 다시마부각,"5,800원",다시마의 달큰함이 전해지는 부각,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1578552029345l0.jpg,,부각]
1804,[미식가 부각] 김부각,"5,800원",손이 가는 국산 김의 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1578552075636l0.jpg,,부각]
1805,[더 바삭] 김스낵 5종,"1,520원",김의 감칠맛과 바삭함을 즐기는 새로운 방법,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1528708557145l0.jpg,5종,김스낵
1806,[한팟] 해물탕 850g(냉장),"9,900원",넉넉하게 즐기는 간편 해물탕 키트,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585724453567l0.jpg,850g,해물탕
1807,[한팟] 대구 매운탕 845g(냉장),"9,900원",담백한 대구와 시원한 국물의 조화,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585809001991l0.jpg,845g,매운탕
1808,[한팟] 속이시원한 동태탕 945g(냉장),"9,900원",푸짐하게 끓여내는 얼큰한 동태탕,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585724626991l0.jpg,945g,동태탕
1809,[한팟] 알알이 가득 알탕 745g(냉장),"9,900원",명태알과 대구곤이가 한가득,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585808038929l0.jpg,745g,알탕
1810,[우주] 국산 새우살 200g,"11,900원",진한 단맛과 탱글한 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1579658922225l0.jpg,200g,새우살
1811,[삼삼물산] 통영 손질 참병어 200g (냉장),"10,900원",세심한 손질로 부드러운 맛을 살린,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1579245034865l0.jpg,200g,200g
1812,[미도어묵] 어묵 6종,"2,000원",가지각색의 매력을 가진,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1578039156807l0.jpg,6종,어묵
1813,냉동 [우주] 우리아이 순살 갈치 400g_국내산,"12,500원",아이 반찬 고민될 때,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1578973770672l0.jpg,400g,갈치
1814,[바다숲] 생&구운 감태 세트 3봉,"19,600원",연두빛 보드라운 바다의 별미,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1574140258641l0.jpg,3봉,세트
1815,[아라찬] 블럭 명란젓,"6,500원",손쉽게 꺼내 쓰는 명란젓,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1579077793557l0.jpg,,블럭
1816,Hallo! 노르웨이 고등어 (3개입),"8,300원",두고 먹기 좋은 기획 세트,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1580715771877l0.jpg,3개입,고등어
1817,[해강물산] 수산물 이력제 멸치 2종,"11,000원",믿고 챙기는 매일 멸치,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1578450996370l0.jpg,2종,멸치
1818,[주전부리연구소] 어린 시절 쥐치포 200g,"8,900원",심심풀이 간식으로 제격,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1581295239472l0.jpg,200g,쥐치포
1819,[주전부리연구소] 한입 쏙 꼬마쥐포 200g,"9,900원",달달한 감칠맛과 쫀득한 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1581295040979l0.jpg,200g,꼬마쥐포
1820,[주전부리연구소] 국산 아구포 120g,"11,000원",도톰한 살의 쫀득한 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1581295696864l0.jpg,120g,아구포
1821,[한성]토굴숙성 광천새우육젓 250g(냉장),"27,000원",토굴에서 숙성한 으뜸 새우젓,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1578622181848l0.jpg,250g,광천새우육젓
1822,[한성]토굴숙성 광천새우젓 250g(냉장),"8,900원",토굴 숙성으로 깊은 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1578622351408l0.jpg,250g,광천새우젓
1823,[삼삼물산] 갈치젓 180g (냉장),"6,900원",짭짤하게 즐기는 갈치의 풍미,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/157855063160l0.jpg,180g,180g
1824,[삼삼물산] 웰빙 창란젓 180g (냉장),"8,400원",쫄깃쫄깃 씹을수록 올라오는 고소함,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1578548720466l0.jpg,180g,180g
1825,[삼삼물산] 멍게젓 180g (냉장),"8,900원",매콤하게 버무린 향긋한 멍게의 매력,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1578549980810l0.jpg,180g,180g
1826,[삼삼물산] 웰빙 오징어젓 180g (냉장),"7,900원",매콤한 감칠맛이 밴 쫄깃한 오징어젓,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1578549134502l0.jpg,180g,180g
1827,[선물세트] 맛의명태자 특선 S,"106,200원",매운맛과 순한맛을 고루 담은 세트,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1577174221519l0.jpg,,특선
1828,[선물세트] 만전김 일회조 오사리김 세트,"90,000원",,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1577153596544l0.jpg,,오사리김
1829,[선물세트] 청주로 빚어낸 명장 명란 800g,"88,200원",청주의 풍미가 배어나는 명란,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1608688724929l0.jpg,800g,명란
1830,[선물세트] 청주로 빚어낸 명장 명란 1.2kg,"128,250원",청주의 풍미가 배어나는 명란,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1608687146550l0.jpg,1.2kg,명란
1831,[선물세트] 맛의명태자 THE밸류세트 1호,"89,100원",정갈한 포장으로 더 특별해진 명란,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1577174610271l0.jpg,,THE밸류세트
1832,[우주] 부드러운 황태채 100g,"6,500원",손질하지 않고 간편하게 사용하는,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1577942029919l0.jpg,100g,황태채
1833,[우주] 황태채 200g,"12,500원",넉넉하게 담아 두고두고 사용하는,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1577943148972l0.jpg,200g,황태채
1834,[선물세트] 모슬포 제주 은갈치 1호,"170,000원",청정 제주에서 어획한 은갈치,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1576742657783l0.jpg,,은갈치
1835,[선물세트] 법성포참맛 프리미엄 굴비 오가세트 2.5kg,"880,000원",귀한 굴비의 깊은 참맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1597396443268l0.jpg,2.5kg,오가세트
1836,[선물세트] 법성포참맛 프리미엄 굴비 오가세트 2.0kg,"576,000원",선물세 품격을 더하는 영광 굴비,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1597395254209l0.jpg,2.0kg,오가세트
1837,[양포어장] 생아귀탕 세트(냉장),"21,900원",개운한 아구탕을 간편 키트로,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/157794543391l0.jpg,,생아귀탕
1838,[모현상회] 간장 생연어장 200g,"8,900원",깊은 간장이 적당히 배어든,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1610592602726l0.jpg,200g,생연어장
1839,[선물세트] 법성포참맛 프리미엄 굴비 오가세트 1.6kg,"273,000원",귀한 분께 전할 고품격 굴비 선물,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1576661996828l0.jpg,1.6kg,오가세트
1840,[선물세트] 법성포참맛 프리미엄 굴비 오가세트 1.2kg,"139,300원",정성으로 맛을 들인 영광 굴비,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1576661804253l0.jpg,1.2kg,오가세트
1841,[선물세트] 법성포참맛 프리미엄 굴비 오가세트 0.9kg,"59,400원",굴비의 깊은 참맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1576661658205l0.jpg,0.9kg,오가세트
1842,[SAMSAM HEAYO] 알이 맛있탕 키트 760g(냉장),"14,300원",풍성한 재료로 끓이는 알탕,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1575956702772l0.jpg,760g,키트
1843,[어부네] 손질 가자미 2종(냉동),"5,700원",깔끔하게 손질한 신선 가자미,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1575968639885l0.jpg,2종,가자미
1844,[바다원]추자도 돌미역(산모미역) 150g,"25,000원",해녀가 직접 거둔 자연산 미역,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1576559639585l0.jpg,150g,돌미역(산모미역)
1845,[Sea to Table] 손질 빅사이즈 새우 250g (냉동),"15,000원",풍성하게 감도는 바다의 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1574735368304l0.jpg,250g,250g
1846,[SAMSAM HEAYO] 감바스 알 아히요 키트 315g(냉장),"14,000원",간편하게 만드는 스페인 요리,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1575340424298l0.jpg,315g,키트
