id,ingri,price,subscribe,bigcat,smallcat,imageurl,quantity,keyword
1628,[우주_산지항공직송] 제주 손질 갈치(대) 330g 내외 (생물),"27,300원",집에서 즐기는 제주의 맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1595300874943l0.jpg,330g,내외
1629,[우주_산지항공직송] 제주 손질 갈치(특) 380g 내외 (생물),"34,320원",더 편하게 즐기는 제주 미식여행,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1595301039365l0.jpg,380g,내외
1630,[삼삼물산] 산지 직송 금태 250g 내외 (생물),"24,900원",귀한 고급 어종의 부드럽고 기름진 풍미,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1595406768170l0.jpg,250g,내외
1631,[은하수산] 다시마 숙성 연어회 150g,"10,500원",은은한 다시마 향을 즐기는 별미,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594349859284l0.jpg,150g,연어회
1632,[우주] 오징어실채 180g,"9,900원",진미채보다 부드럽고 연한 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594701450708l0.jpg,180g,오징어실채
1633,[덕화명란 X 백년가게] MSC 인증 온명란 300g,"19,900원",크기와 맛 모두 프리미엄,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594350980931l0.jpg,300g,온명란
1634,냉동 [법성포참맛] 대용량 영광굴비 1.6kg(20마리)(냉동)_국내산,"37,730원",통통한 굴비를 대용량으로,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594349995520l0.jpg,1.6kg,영광굴비
1635,[우주] 프리미엄 손질 왕새우살 300g,"10,500원",오동통한 새우를 간편하게,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1593751574827l0.jpg,300g,왕새우살
1636,[만전김] 일회조 오사리 곱창돌김 (전장 3봉),"5,480원",넉넉히 나누는 프리미엄 김,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594017708247l0.jpg,3봉,(전장
1637,냉동 [법성포참맛] 대용량 영광굴비 1.8kg(20마리)(냉동)_국내산,"64,970원",반찬 걱정 덜어줄 대용량 굴비,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/159496590984l0.jpg,1.8kg,영광굴비
1638,냉동 [법성포참맛] 대용량 영광굴비 1.4kg (20마리) (냉동)_국내산,"25,350원",넉넉하게 쟁여두는 영광굴비,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1593750500355l0.jpg,1.4kg,(20마리)
1639,냉동 [제주창해수산] 제주 고등어살 180g(특대)_국내산,"3,471원",제주에서 낚은 푸른 영양,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1593485071592l0.jpg,180g,고등어살
1640,[덕화명란 X 백년가게] MSC 인증 백명란 100g(냉장),"6,900원",담백하게 번지는 명란의 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594615643819l0.jpg,100g,백명란
1641,[주전부리연구소] 석쇠로 구운 담백한 아구포 220g,"11,000원",올리브유를 입혀 부드러운,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/159427120189l0.jpg,220g,아구포
1642,[주전부리연구소] 오동통 담백한 쥐포 210g,"14,000원",매실 분말로 맛을 더한,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594270987491l0.jpg,210g,쥐포
1643,[주전부리연구소] 삼천포 짜지않은 국산 전통쥐포 185g,"19,900원",귀한 국내산 쥐치로 만든,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594272094459l0.jpg,185g,전통쥐포
1644,[해원에스디] 태국산 생물 주꾸미 300g(생물),"7,900원",생물이라 더욱 탱글한 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594019692534l0.jpg,300g,주꾸미
1645,[우주] 명엽채 180g,"7,900원",볶거나 졸여서 밑반찬으로 활용,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594701314801l0.jpg,180g,명엽채
1646,[만전김X마켓컬리] 갓구운 만전김 16봉,"4,900원",본연의 담백함을 살린 김,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1590557090893l0.jpg,16봉,만전김
1647,[씨투게더] 오징어 맥반석구이,"6,800원",간편하게 즐기는 쫄깃한 간식,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594723357397l0.jpg,,오징어
1648,[씨투게더] 오징어 버터구이,"6,800원",고소하고 달콤한 별미 간식,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594724531886l0.jpg,,오징어
1649,[굴다리식품] 낙지젓 150g,"6,800원",오돌오돌한 식감의 젓갈,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1590650836324l0.jpg,150g,낙지젓
1650,[굴다리식품] 오징어젓 150g,"6,800원",입맛 살려주는 쫄깃한 젓갈,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1590650723121l0.jpg,150g,오징어젓
1651,[굴다리식품] 꼴뚜기젓 150g,"6,800원",쫄깃쫄깃 통 꼴뚜기가 들어간,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1590650610310l0.jpg,150g,꼴뚜기젓
1652,[굴다리식품] 창난젓 150g,"6,800원",쫄깃한 밥도둑 젓갈,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1590650492527l0.jpg,150g,창난젓
1653,[굴다리식품] 멍게젓 150g,"9,500원",향긋한 바다향을 품은,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/159065026048l0.jpg,150g,멍게젓
1654,[굴다리식품] 새우젓 150g,"13,700원",짭조름한 밥도둑,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1590650133398l0.jpg,150g,새우젓
1655,[해우촌] 해남 산소리 파래김 16봉,"5,600원",품질 좋은 원초를 구어낸,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1591325449643l0.jpg,16봉,파래김
1656,[해우촌] 해남 산소리 재래김 16봉,"5,600원",바삭바삭하게 구운 만능 반찬,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/15913255497l0.jpg,16봉,재래김
1657,[청산바다] 꼬마 전복 버터 구이(냉장),"7,900원",간단하게 완성하는 일품요리,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1592895345300l0.jpg,,버터
1658,[청산바다] 피클 쇠미역(곰피),"8,900원",미역의 상큼한 변신,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1592896257370l0.jpg,,피클
1659,[해초랑] 밥 지을 때 넣는 다시마,"7,400원",톡톡 더하는 풍미와 영양,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1593497820702l0.jpg,,넣는
1660,[해초랑] 밥 지을 때 넣는 파래,"5,800원",손쉽게 더하는 바다 내음,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/15934971643l0.jpg,,넣는
1661,[해초랑] 밥 지을 때 넣는 톳,"7,800원",색다른 밥 한공기를 위한,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1593496426243l0.jpg,,넣는
1662,[바븐] 완도 전복 200g 내외 (5마리) (생물),"9,350원",다양한 요리로 즐기는,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594102611872l0.jpg,5마리,(5마리)
1663,[바븐] 완도 전복 260g 내외 (5마리) (생물),"10,500원",완도 바다에서 갓 건져올린,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1591679368159l0.jpg,5마리,(5마리)
1664,[바븐] 완도 전복 300g 내외 (3마리) (생물),"19,550원",맛도 크기도 특별한,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594102483339l0.jpg,5마리,(3마리)
1665,[Easy Cook] 손질 꽃게 450~550g(냉동),"15,900원",고소한 꽃게를 한결 간편하게,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1592371306267l0.jpg,450~550g,꽃게
1666,[Easy Cook] 손질 황게 550~650g(냉동),"14,900원",살이 꽉 들어찬,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1592371445449l0.jpg,550~650g,황게
1667,[주전부리연구소] 국산 내맘속에 핫다리 120g,"11,000원",매콤해서 맛깔나는 오징어 다리,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1592532897286l0.jpg,120g,핫다리
1668,[주전부리연구소] 국산 내맘속에 굿다리 120g,"11,000원",오징어 다리만 고소하게 구운,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/159253214122l0.jpg,120g,굿다리
1669,[어부네] 손질 통오징어 300g (냉동),"8,300원",자르지 않고 통으로 손질한,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589260483766l0.jpg,300g,300g
1670,[Sea to Table] 안동에서 올라온 간고등어조림 (매콤무조림) 600g(냉장),"9,900원",물만 부어 끓이는 매콤 조림 키트,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1571642469516l0.jpg,600g,(매콤무조림)
1671,[Sea to Table] 생생통통 삼치조림 (매콤무조림) 600g(냉장),"12,300원",물만 부어 끓이는 매콤 조림 키트,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1573611508156l0.jpg,600g,(매콤무조림)
1672,[Sea to Table] 두툼한 가자미 조림 (매콤무조림) 570g(냉장),"9,900원",손질이 필요없는 매콤 조림 키트,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1575020920807l0.jpg,570g,(매콤무조림)
1673,[Sea to Table] 두툼한 가자미 조림 (달콤간장무조림) 590g(냉장),"9,900원",손질이 필요없는 간장 조림 키트,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1575021992727l0.jpg,590g,(달콤간장무조림)
1674,[굴다리식품 X 백년가게] 명태회 초무말랭이 무침(냉장),"4,900원",입맛을 돋우는 새콤달콤 곁들이,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1630043722484l0.jpg,,초무말랭이
1675,[굴다리식품] 명태회 초무침 2종(냉장),"4,900원",새콤달콤함이 감도는 별미 반찬,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/157620004753l0.jpg,2종,초무침
1676,[동광젓갈] 웰빙낙지젓갈,"5,900원",힘 좋고 탱글탱글한 낙지만을 엄선!,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1591763605647l0.jpg,,[동광젓갈]
1677,[동광젓갈] 웰빙오징어젓갈,"5,900원",1958년 부터 젓갈을 담가 온 김정숙 장인이 담근 오징어젓갈,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1591763513487l0.jpg,,[동광젓갈]
1678,냉동 [양포어장] 초코오징어 400g_국내산,"8,514원",진한 빛깔의 쫄깃함,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1591152730669l0.jpg,400g,초코오징어
1679,냉동 [양포어장] 손질통오징어 320g_원양산,"6,952원",간편하게 활용할 수 있는,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1591152614602l0.jpg,320g,손질통오징어
1680,[양포어장] 동해손질가자미 350g(냉동),"8,900원",담백하고 포슬포슬한,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/159115282165l0.jpg,350g,동해손질가자미
1681,[은하수산] 노르웨이 생연어 400g(횟감),"21,000원",원하는 대로 즐기는 연어,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1591077602297l0.jpg,400g,생연어
1682,[씨투게더] 국내산 아귀포,"8,800원",통째로 말려 더 풍성한 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1592204356334l0.jpg,,국내산
1683,[기장물산] 미역귀다리,"9,500원",오돌오돌 남다른 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1591072248232l0.jpg,,[기장물산]
1684,[해통령] 맛국물거리 세트,"35,000원",밋밋한 국물 맛이 확 깊어지는 해통령 맛국물거리 세트!,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1535357726682l0.jpg,,맛국물거리
1685,[해통령] 천연조미료 세트,"40,000원","자연에서 구한 5가지 감칠맛, 엄마들의 필수품 천연조미료 세트",수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1535352203593l0.jpg,,천연조미료
1686,[법성포참맛] 고추장굴비 200g,"15,900원",중독적인 매콤함과 달달함,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589853604962l0.jpg,200g,고추장굴비
1687,냉동 [법성포참맛] 프리미엄 영광굴비 130g(냉동)_국내산,"17,000원",통통하게 차오른 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/159002474596l0.jpg,130g,영광굴비
1688,냉동 [우주] 백조기굴비 1kg(7~8마리)(냉동)_국내산,"18,500원",밥을 부르는 생선반찬,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589776340697l0.jpg,1kg,백조기굴비
1689,냉동 [우주] 참조기 2마리(240g)(냉동)_국내산,"16,254원",입맛 살려주는 귀한 생선,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589522874236l0.jpg,2마리(240g),참조기
1690,냉동 [우주] 참조기 3마리(240g)(냉동)_국내산,"8,829원",고소한 감칠맛을 자랑하는,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589523040720l0.jpg,3마리(240g),참조기
1691,[명성] 양념 민물장어,"26,500원",온 가족을 위한 간편 보양식,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589188312869l0.jpg,,양념
1692,[사조대림] 랍스터킹,"4,980원",한입 가득 푸짐하게 즐기는,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1586150021295l0.jpg,,[사조대림]
1693,[동원참치] 고추참치 85g 8캔,"10,800원",두고두고 먹기 좋은 간편 반찬,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1590468591591l0.jpg,85g x 8캔,85g
1694,[바다원] 구운 쥐포채 150g,"5,900원",달콤 짭짤한 감칠맛 가득,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589172960257l0.jpg,150g,쥐포채
1695,[바다원] 구운 양태포채 150g,"6,500원",자꾸 손이 가는 쫀쫀한 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589173114388l0.jpg,150g,양태포채
1696,[바다원] 올리브유 김자반 볶음 50g,"1,990원",올리브유의 향긋함 담긴 만능 반찬,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589264013394l0.jpg,50g,볶음
1697,[바다원] 어린이 김자반 40g,"1,990원",멸치의 영양까지 쏙쏙 담아낸,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589262180620l0.jpg,40g,김자반
1698,[바다원] 돌김자반 볶음 60g+60g,"4,000원",고소한 한 끼를 위한 필수 반찬,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589260977872l0.jpg,120g,볶음
1699,[바다원] 녹차맛 돌김자반 볶음 60g+60g,"4,000원",국산 녹차가루를 함께 볶아낸,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589259438971l0.jpg,120g,볶음
1700,[바다원] 조미찢은 오징어 150g,"4,900원",촉촉하고 부드러운 별미,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589174584668l0.jpg,150g,오징어
1701,[바다원] 홍진미 오징어 150g,"4,900원",입맛 돋우는 붉은빛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589174824939l0.jpg,150g,오징어
1702,[바다원] 구이맛 오징어 150g,"4,900원",자꾸만 손이 가는 맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589174722201l0.jpg,150g,오징어
1703,[바다원] 대관령 북어채 100g,"7,900원",반찬 걱정 덜어주는 구수한 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589173350871l0.jpg,100g,북어채
1704,[바다원] 남해안 볶음조림용 멸치 150g,"5,865원",반찬 고민의 해결사,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/158925773598l0.jpg,150g,멸치
1705,[바다원] 남해안 볶음용멸치 150g,"5,865원",바다 내음 가득한 식탁,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589252035241l0.jpg,150g,볶음용멸치
1706,[바다원] 햇 뱅어포 70g,"11,000원",얇은 포에 담긴 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589348200132l0.jpg,70g,뱅어포
1707,[바다원] 두절새우 100g,"11,000원",활용도 높은 고소한 건새우,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1588913557265l0.jpg,100g,두절새우
1708,[바다원] 꽃새우 100g,"9,900원",고소함을 품은 선홍빛 새우,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1588913726675l0.jpg,100g,꽃새우
1709,[바다원] 보리새우 100g,"7,900원",입맛 돋우는 달큰함,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1588913887826l0.jpg,100g,보리새우
1710,[바다원] 홍새우 100g,"7,900원",선명한 색감과 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1588913357233l0.jpg,100g,홍새우
1711,[바다원] 홍합 100g,"7,500원",시원한 감칠맛 더해주는 건홍합살,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1588901683681l0.jpg,100g,홍합
1712,[바다원] 디포리 국물용팩 90g,"5,900원",한 팩에 담긴 깊은 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589337483417l0.jpg,90g,국물용팩
1713,[바다원] 꽃게 국물용팩 90g,"5,900원",손쉽게 더하는 꽃게의 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589336949849l0.jpg,90g,국물용팩
1714,[바다원] 야채 국물용팩 90g,"5,900원",시원하고 깔끔한 맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589335047185l0.jpg,90g,국물용팩
1715,[바다원] 남해안 국물용멸치 180g,"7,900원",시원한 국물 맛의 비결,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589246792703l0.jpg,180g,국물용멸치
1716,[바다원] 훈연멸치 국물용팩 90g,"6,700원",간단하게 만드는 구수한 국물,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589337085512l0.jpg,90g,국물용팩
1717,[바다원] 멸치 국물용팩 90g,"5,500원",하나로 끝내는 멸치 육수,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589337577825l0.jpg,90g,국물용팩
1718,[바다원] 꼴뚜기 100g,"7,500원",쫀득쫀득 씹는 맛이 일품,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1588901355923l0.jpg,100g,꼴뚜기
1719,[씨투게더] 오징어 왕다리 구이,"6,200원",맛도 크기도 남다른,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1588042002195l0.jpg,,왕다리
1720,[만전김] 두번구워 더욱 바삭한 만전 김밥용김,"2,000원",김밥을 위한 필수 재료,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585197140211l0.jpg,,만전
1721,[SAMSAM HEAYO] 미나리 새우전 키트 425g(냉장),"13,300원",생기가 느껴지는 다채로운 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/158512444734l0.jpg,425g,키트
1722,[법성포참맛] 찜부세 보리굴비(중) 160g (냉동),"9,900원",천일염이 만든 참맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1587016768315l0.jpg,160g,160g
1723,[법성포참맛] 찜부세 보리굴비(대) 180g (냉동),"10,450원",없던 입맛도 살리는 밥도둑,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1587016869275l0.jpg,180g,180g
1724,[이호] 손질 가을 숫꽃게(중) 300~400g (6조각) (냉동),"14,900원",손쉽게 사용하는 가을의 감칠맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1586494147138l0.jpg,300g~400g,(6조각)
1725,[이호] 손질 가을 숫꽃게(대) 300~400g (4조각) (냉동),"19,900원",부드럽게 꽉 찬 속살,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/158649379785l0.jpg,300g~400g,(4조각)
1726,[이호] 싱싱 흰다리새우(대) 350~400g (냉동),"14,900원",씹는 맛과 감칠맛이 제대로,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/158649324047l0.jpg,300g~400g,350~400g
1727,[삼삼물산] 간편하게 즐기는 매생이 450g (냉동),"7,500원",매생이 그대로 급속냉동한,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1587351628747l0.jpg,450g,450g
1728,[은하수산] 소라 슬라이스 200g,"8,900원",달고 보드라운 살,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1589510556963l0.jpg,200g,슬라이스
1729,[은하수산] 부드러운 바다장어 400g(냉장),"15,900원",오븐에 한 번 구워 부드러운 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/158951045229l0.jpg,400g,바다장어
1730,냉동 [해원에스디] 동해안 찜용 오징어 330g(냉동)_국내산,"10,472원",신선하게 오징어를 만드는 별미,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1586414572146l0.jpg,330g,오징어
1731,[오희숙 부각] 부각 7종,"2,600원",명인이 만든 바삭바삭 전통 간식,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1567388482407l0.jpg,7종,부각
1732,[오희숙 부각] 캔 찹쌀 김 부각,"19,800원",캔에 담아 즐기는 고소한 김 부각,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1630544876328l0.jpg,,김
1733,[어부네] 도다리 2종(냉동),"9,500원",도다리가 전하는 부드러운 담백함,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1584958915691l0.jpg,2종,도다리
1734,[델리시우스] 앤초비 필렛 인 2종,"6,500원",부담 없이 요리에 깊은 맛 더하기,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1594086385985l0.jpg,2종,인
1735,[은하수산] 도다리 세꼬시 150g,"13,000원",뼈째 즐기는 도다리,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585040612521l0.jpg,150g,세꼬시
1736,[주전부리연구소] 샌드위치 치즈어포 120g,"6,900원",어포 사이에 치즈가 쏘옥,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585724989381l0.jpg,120g,치즈어포
1737,[주전부리연구소] 스윗 허니버터오징어 140g,"8,900원",달콤한 꿀과 부드러운 버터의 만남,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585724398154l0.jpg,140g,허니버터오징어
1738,[주전부리연구소] 엄마손맛 백진미 180g,"7,500원",다채롭게 활용하는,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585723806568l0.jpg,180g,백진미
1739,[주전부리연구소] 내맘속에 오징어 100g,"11,000원",고소한 구운 오징어,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585723057709l0.jpg,100g,오징어
1740,[Easy Cook] 오늘은 국산 홍어회 (날개+몸통) 100g(냉장),"9,900원",홍어의 참맛 국내산 홍어,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585721615588l0.jpg,100g,(날개+몸통)
1741,[Easy Cook] 오늘은 노르웨이 홍어회 (날개) 100g(냉장),"6,900원",혼자서도 부담없는 숙성 홍어회,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585721485465l0.jpg,100g,(날개)
1742,[장담그는청년들] 맑은 간장 게장 400g(냉동),"22,000원",특제 복분자 소스에 재운 간장 게장,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1584943646215l0.jpg,400g,게장
1743,[아라움] 오징어 몸통 120g,"12,900원",부드럽게 씹히는,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585629870263l0.jpg,120g,몸통
1744,[아라움] 바베큐 오징어 100g,"9,900원",결대로 찢어지는 페스츄리 오징어,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585622502269l0.jpg,100g,오징어
1745,[아라움] 구운 참오징어 100g,"9,900원",간편하게 즐기는 마른 오징어,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585621515421l0.jpg,100g,참오징어
1746,[아라움] 부드러운명태알포 120g,"9,900원",부드러운 명태의 고소한 맛,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585790932885l0.jpg,120g,부드러운명태알포
1747,[아라움] 다시마 쥐포 150g,"7,900원",다시마의 감칠맛을 입은 쥐포,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585647950704l0.jpg,150g,쥐포
1748,[삼삼물산] 양념 멍게 무침 180g (냉장),"8,700원",매콤하게 즐기는 향긋한 멍게,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1584596175642l0.jpg,180g,180g
1749,[삼삼물산] 양념 꼬막 무침 180g (냉장),"8,700원",감칠맛 가득한 만능 밥반찬,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1584595897599l0.jpg,180g,180g
1750,[윤슬] 오만둥이 180g,"3,900원",쫀득쫀득 경쾌한 식감,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585116580169l0.jpg,180g,오만둥이
1751,냉동 [우주] 은빛 제주 통갈치 (대) 330g 내외(냉동),"12,960원",한 마리를 통째로 담은 손질 갈치,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585889556996l0.jpg,330g,330g
1752,냉동 [우주] 은빛 제주 통갈치(특) 420g 내외(냉동)_국내산,"21,725원",한 마리를 통째로 담은 손질 갈치,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/158588926998l0.jpg,420g,420g
1753,냉동 [우주] 은빛제주통갈치(특대) 600g 내외(냉동)_국내산,"31,122원",한 마리를 통째로 담은 손질 갈치,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585888980538l0.jpg,600g,600g
1754,[씨투게더] 땅콩버터 오징어,"7,900원",진미채와 땅콩버터의 고소한 만남,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585642854156l0.jpg,,땅콩버터
1755,[기장물산] 기장산 뿌리다시마,"6,900원",두께가 남다른 다시마 뿌리,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585554832108l0.jpg,,기장산
1756,[씨투게더] 신지도 자른 다시마,"6,900원",손쉽게 사용하는 자른 다시마,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585556279392l0.jpg,,자른
1757,[기장물산] 유기인증 자른미역,"1,600원",간편하게 사용하는 유기농 미역,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1585553692436l0.jpg,,유기인증
1758,[선물세트] 옥돔&갈치&민어굴비 세트,"116,350원",바다의 풍요로움을 신선히 담아낸,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1564542857176l0.jpg,,옥돔&갈치&민어굴비
1759,[선물세트] 민어굴비 세트,"48,300원","실속과 품격의 사이, 굴비 선물",수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1576666625757l0.jpg,,민어굴비
1760,[삼삼해물] 왕 바지락 2종 (냉장),"5,800원",껍질부터 우월한 거제도 조개,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1582882143855l0.jpg,,2종
1761,[해원에스디] 태국산 생물 손질 낙지 300g(생물),"11,000원",번거로움 없이 즐기는 탱글함,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/1583819382712l0.jpg,300g,낙지
1762,[은하수산] 국산 대왕흰다리 손질새우 300g,"15,000원",요리에 간편하게 더하는 대왕 새우,수산·해산·건어물,,https://img-cf.kurly.com/shop/data/goods/15855526902l0.jpg,300g,손질새우
